,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,vaccine_fees,session_id,date,available_capacity,min_age_limit,vaccine,slots,available_capacity_dose1,available_capacity_dose2
34,4592,MCW Nabi Karim PHC,10615-16 NABI KARIM DELHI,Delhi,Central Delhi,Not Applicable,110055,28,77,09:00:00,17:00:00,Free,"{'session_id': 'da7cac2f-346e-4b71-8d3e-5c22ae2b56d0', 'date': '22-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,da7cac2f-346e-4b71-8d3e-5c22ae2b56d0,22-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
34,4592,MCW Nabi Karim PHC,10615-16 NABI KARIM DELHI,Delhi,Central Delhi,Not Applicable,110055,28,77,09:00:00,17:00:00,Free,"{'session_id': 'c5fd1b45-8342-4e4f-a3f7-b88f4e8a0141', 'date': '24-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,c5fd1b45-8342-4e4f-a3f7-b88f4e8a0141,24-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
34,4592,MCW Nabi Karim PHC,10615-16 NABI KARIM DELHI,Delhi,Central Delhi,Not Applicable,110055,28,77,09:00:00,17:00:00,Free,"{'session_id': '52b06485-4fbf-46f2-9832-7b8033f1f63d', 'date': '25-05-2021', 'available_capacity': 1, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 1}",,52b06485-4fbf-46f2-9832-7b8033f1f63d,25-05-2021,1,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,1
35,693440,MCPS JHARODA MAJRA VILL SITE 1,Village Jharoda Majra Burari Delhi - 110084 (Ward No. 8),Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': '4d0c31a6-b5aa-4f8c-a254-5c2b224da68e', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,4d0c31a6-b5aa-4f8c-a254-5c2b224da68e,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
36,560697,LNJP Hospital Site 3,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'b6b4a20d-7713-4727-a45b-4557bd50fb26', 'date': '20-05-2021', 'available_capacity': 197, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 98, 'available_capacity_dose2': 99}",,b6b4a20d-7713-4727-a45b-4557bd50fb26,20-05-2021,197,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",98,99
36,560697,LNJP Hospital Site 3,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'e3e47248-4552-40c0-9cfa-f73acfafb4d3', 'date': '21-05-2021', 'available_capacity': 199, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 99, 'available_capacity_dose2': 100}",,e3e47248-4552-40c0-9cfa-f73acfafb4d3,21-05-2021,199,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",99,100
36,560697,LNJP Hospital Site 3,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'ea3609e1-19e4-45aa-a97d-73f86738c4c2', 'date': '24-05-2021', 'available_capacity': 195, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 95, 'available_capacity_dose2': 100}",,ea3609e1-19e4-45aa-a97d-73f86738c4c2,24-05-2021,195,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",95,100
36,560697,LNJP Hospital Site 3,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'bcbb8f24-badc-43fe-8e8f-d39a0177620f', 'date': '25-05-2021', 'available_capacity': 199, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 100, 'available_capacity_dose2': 99}",,bcbb8f24-badc-43fe-8e8f-d39a0177620f,25-05-2021,199,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",100,99
36,560697,LNJP Hospital Site 3,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': '97c63ce0-b47c-48cc-b2ce-9a18a897b52e', 'date': '26-05-2021', 'available_capacity': 192, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 99, 'available_capacity_dose2': 93}",,97c63ce0-b47c-48cc-b2ce-9a18a897b52e,26-05-2021,192,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",99,93
37,693455,RPVV Link Road Karol B SITE 1,Link Road Karol Bagh New Delhi - 110005 (School ID - 2128031),Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '9fae3d82-7113-48eb-a150-f759722b7071', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,9fae3d82-7113-48eb-a150-f759722b7071,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
38,645199,Balak Ram Hospital SITE 2,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '15e1811f-e45f-4106-af6f-436477586a08', 'date': '20-05-2021', 'available_capacity': 197, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 98, 'available_capacity_dose2': 99}",,15e1811f-e45f-4106-af6f-436477586a08,20-05-2021,197,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",98,99
38,645199,Balak Ram Hospital SITE 2,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '190e8acc-2262-45eb-8e1b-be3ab0ef0310', 'date': '21-05-2021', 'available_capacity': 194, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 98, 'available_capacity_dose2': 96}",,190e8acc-2262-45eb-8e1b-be3ab0ef0310,21-05-2021,194,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",98,96
39,1,A And U Tibbia College DH,"Karol Bagh, New Delhi-5",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'ff1b10bf-6249-4734-9113-b3e86b4acb0e', 'date': '20-05-2021', 'available_capacity': 3, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 3}",,ff1b10bf-6249-4734-9113-b3e86b4acb0e,20-05-2021,3,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,3
39,1,A And U Tibbia College DH,"Karol Bagh, New Delhi-5",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'a73645bc-abc7-4e8f-bd02-2bf0d30532ca', 'date': '21-05-2021', 'available_capacity': 4, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 4}",,a73645bc-abc7-4e8f-bd02-2bf0d30532ca,21-05-2021,4,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,4
39,1,A And U Tibbia College DH,"Karol Bagh, New Delhi-5",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'e5f15843-b9a4-4068-9a22-15fd29c7d39e', 'date': '22-05-2021', 'available_capacity': 2, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 2}",,e5f15843-b9a4-4068-9a22-15fd29c7d39e,22-05-2021,2,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,2
39,1,A And U Tibbia College DH,"Karol Bagh, New Delhi-5",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '44832202-8feb-4713-8ee4-777aaa28f07f', 'date': '24-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,44832202-8feb-4713-8ee4-777aaa28f07f,24-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
39,1,A And U Tibbia College DH,"Karol Bagh, New Delhi-5",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '2a09a288-37a0-41b2-a527-ca5063ecac33', 'date': '25-05-2021', 'available_capacity': 13, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 9, 'available_capacity_dose2': 4}",,2a09a288-37a0-41b2-a527-ca5063ecac33,25-05-2021,13,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",9,4
39,1,A And U Tibbia College DH,"Karol Bagh, New Delhi-5",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'a85a03c1-d80d-4ad7-84c5-b35c5b0113e3', 'date': '26-05-2021', 'available_capacity': 99, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 99}",,a85a03c1-d80d-4ad7-84c5-b35c5b0113e3,26-05-2021,99,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,99
40,702663,GSSS Mukundpur,Mukundpur,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': '237c569e-dfe6-46ee-a577-0183ab653c16', 'date': '20-05-2021', 'available_capacity': 49, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 24, 'available_capacity_dose2': 25}",,237c569e-dfe6-46ee-a577-0183ab653c16,20-05-2021,49,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",24,25
41,560737,Burari Hospital Site 2,"Kaushik Enclave, Shankarpura, Burari",Delhi,Central Delhi,Not Applicable,110084,28,76,09:00:00,21:00:00,Free,"{'session_id': '317e8366-c6fb-4f7e-b44e-644f1728256a', 'date': '20-05-2021', 'available_capacity': 117, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 25, 'available_capacity_dose2': 92}",,317e8366-c6fb-4f7e-b44e-644f1728256a,20-05-2021,117,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",25,92
41,560737,Burari Hospital Site 2,"Kaushik Enclave, Shankarpura, Burari",Delhi,Central Delhi,Not Applicable,110084,28,76,09:00:00,21:00:00,Free,"{'session_id': '25918728-9e1a-429c-b768-d2c1c5e42cf3', 'date': '21-05-2021', 'available_capacity': 178, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 81, 'available_capacity_dose2': 97}",,25918728-9e1a-429c-b768-d2c1c5e42cf3,21-05-2021,178,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",81,97
41,560737,Burari Hospital Site 2,"Kaushik Enclave, Shankarpura, Burari",Delhi,Central Delhi,Not Applicable,110084,28,76,09:00:00,21:00:00,Free,"{'session_id': 'd7ea79e6-2292-4309-9c7a-e41ab9788a97', 'date': '22-05-2021', 'available_capacity': 169, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 80, 'available_capacity_dose2': 89}",,d7ea79e6-2292-4309-9c7a-e41ab9788a97,22-05-2021,169,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",80,89
41,560737,Burari Hospital Site 2,"Kaushik Enclave, Shankarpura, Burari",Delhi,Central Delhi,Not Applicable,110084,28,76,09:00:00,21:00:00,Free,"{'session_id': '644e3857-46e7-4823-b0ff-cc207677808f', 'date': '24-05-2021', 'available_capacity': 188, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 95, 'available_capacity_dose2': 94}",,644e3857-46e7-4823-b0ff-cc207677808f,24-05-2021,188,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",95,94
41,560737,Burari Hospital Site 2,"Kaushik Enclave, Shankarpura, Burari",Delhi,Central Delhi,Not Applicable,110084,28,76,09:00:00,21:00:00,Free,"{'session_id': '7df66ebf-2f0a-40d7-85dd-7a125e9ea92c', 'date': '25-05-2021', 'available_capacity': 188, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 97, 'available_capacity_dose2': 91}",,7df66ebf-2f0a-40d7-85dd-7a125e9ea92c,25-05-2021,188,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",97,91
41,560737,Burari Hospital Site 2,"Kaushik Enclave, Shankarpura, Burari",Delhi,Central Delhi,Not Applicable,110084,28,76,09:00:00,21:00:00,Free,"{'session_id': '13689583-b950-49a6-9e8c-3c0f3b749ad7', 'date': '26-05-2021', 'available_capacity': 198, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 100, 'available_capacity_dose2': 98}",,13689583-b950-49a6-9e8c-3c0f3b749ad7,26-05-2021,198,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",100,98
42,4807,MCW Old Rajinder Nagar PHC,MCW CENTRE OLD RAJINDER NAGAR BLOCK 52 NEW DELHI 60 BEHIND KOLMET HOSPITAL PUSA ROAD NEAR KAROL BA,Delhi,Central Delhi,Not Applicable,110060,28,77,09:00:00,17:00:00,Free,"{'session_id': '9a9465a9-5e1a-42d6-8260-565a62083ab6', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,9a9465a9-5e1a-42d6-8260-565a62083ab6,20-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
43,560700,LNJP Hospital Site 4,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': '5b2a0e79-a283-49ee-a82e-1eddfa834a03', 'date': '20-05-2021', 'available_capacity': 91, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 41, 'available_capacity_dose2': 50}",,5b2a0e79-a283-49ee-a82e-1eddfa834a03,20-05-2021,91,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",41,50
43,560700,LNJP Hospital Site 4,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'c3347e83-731e-4341-b463-a6fb1d3f3932', 'date': '21-05-2021', 'available_capacity': 198, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 99, 'available_capacity_dose2': 99}",,c3347e83-731e-4341-b463-a6fb1d3f3932,21-05-2021,198,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",99,99
43,560700,LNJP Hospital Site 4,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': '13b78c9f-259c-45e4-b649-3423e10e1ddd', 'date': '22-05-2021', 'available_capacity': 189, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 96, 'available_capacity_dose2': 93}",,13b78c9f-259c-45e4-b649-3423e10e1ddd,22-05-2021,189,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",96,93
43,560700,LNJP Hospital Site 4,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'c38fc0d0-055e-49df-acb4-94dc32c93445', 'date': '24-05-2021', 'available_capacity': 194, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 95, 'available_capacity_dose2': 99}",,c38fc0d0-055e-49df-acb4-94dc32c93445,24-05-2021,194,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",95,99
43,560700,LNJP Hospital Site 4,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': '6d5aea28-6559-4550-be1b-72122f410b36', 'date': '25-05-2021', 'available_capacity': 43, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 25, 'available_capacity_dose2': 18}",,6d5aea28-6559-4550-be1b-72122f410b36,25-05-2021,43,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",25,18
43,560700,LNJP Hospital Site 4,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'a76ea1ff-fc04-4c11-a57f-ead5ae8e21f5', 'date': '26-05-2021', 'available_capacity': 47, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 25, 'available_capacity_dose2': 22}",,a76ea1ff-fc04-4c11-a57f-ead5ae8e21f5,26-05-2021,47,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",25,22
44,4251,CGHS New Rajinder Nagar PHC,CGHS New Rajinder Nagar Near BSES Office,Delhi,Central Delhi,Not Applicable,110060,28,77,09:00:00,17:00:00,Free,"{'session_id': 'b83285ee-01b8-4945-b81e-7df17ce0fc62', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,b83285ee-01b8-4945-b81e-7df17ce0fc62,20-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
45,693750,Sarvodhya V Mori G NO.1 SITE 2,Mori Gate No.1,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': 'c5c6bae3-4844-4f43-8007-3e812393d04d', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,c5c6bae3-4844-4f43-8007-3e812393d04d,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
46,693797,RPVV Link Road Karol B SITE 3,Link Road Karol Bagh New Delhi - 110005 (School ID - 2128031),Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'e4c2453c-aec0-4752-98f9-1809a8b2adbf', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,e4c2453c-aec0-4752-98f9-1809a8b2adbf,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
47,7937,ESI Chuna Mandi Paharganj PHC,ESI Dispensay Chuna Mandi Paharganj Delhi,Delhi,Central Delhi,Not Applicable,110055,28,77,09:00:00,17:00:00,Free,"{'session_id': '7f928181-902c-42d6-aca1-adb2493b4d48', 'date': '20-05-2021', 'available_capacity': 11, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 4, 'available_capacity_dose2': 7}",,7f928181-902c-42d6-aca1-adb2493b4d48,20-05-2021,11,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",4,7
48,693752,Sarvodhya V Mori G NO.1 SITE 3,Mori Gate No.1,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '16d09ac5-9446-46c4-a2d4-1c87a8ed6d54', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,16d09ac5-9446-46c4-a2d4-1c87a8ed6d54,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
49,560769,Dr B L Kapur Hospital Site 3,PUSA ROAD RAJINDRA PLACE NEW DELHI 110005,Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,16:00:00,Paid,"{'session_id': '58738212-cd29-4414-8fa5-029cb69c6a64', 'date': '20-05-2021', 'available_capacity': 25, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-04:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 25}","[{'vaccine': 'COVISHIELD', 'fee': '900'}]",58738212-cd29-4414-8fa5-029cb69c6a64,20-05-2021,25,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-04:00PM']",0,25
